table_name,status,n_rows,n_cols,profile,institution,report_date,missing_pct,encoding_issues,date_parse_errors,type_coercion_warnings,error
caixa_001_2009_12_dezembro_2009_pmcmv_24_12_2009_parte2,treated,19013,18,colunar_denso,caixa,2009-12-01,31.38174465424242,,,,
caixa_001_2010_06___junho_2010_contratação30062010,treated,4450,13,agregado_uf,caixa,2010-06-01,13.763180639585135,,,,
caixa_001_2010_08___agosto_2010_municípios_contratados_1308,treated,58,13,sub_tabelas_3,caixa,2010-08-01,30.76923076923077,,,,
caixa_001_2010_09___setembro_2010_pmcmv06092010_desligados,treated,5354,13,colunar_denso,caixa,2010-09-01,0.7212436424240682,,,,
caixa_001_2011_06_junho_presidencia,treated,11128,21,colunar_denso,caixa,2011-06-01,0.0,,,,
caixa_001_2011_07_julho_presidencia_automatizado_01082011,treated,11128,21,colunar_denso,caixa,2011-07-01,0.0,,,,
caixa_001_2011_08_agosto_demanda_mc_far_pmcmv,treated,2610,24,colunar_denso,caixa,2011-08-01,1.583652618135377,,,,
caixa_001_2011_08_agosto_presidencia_automatizado_mcmvii_082011,treated,11128,21,colunar_denso,caixa,2011-08-01,0.0,,,,
caixa_001_2011_11_novembro_relat_rio_executivo_mcid_21_11_11,treated,13684,14,agregado_uf,caixa,2011-11-01,0.032363135257025936,,,,
caixa_001_2012_04_abril_2012_04_18_5b1_base_empreend_contratado,treated,7954,30,colunar_denso,caixa,2012-04-01,4.391082055150449,,,,
caixa_001_2012_04_abril_2012_04_18_5b_empreend_contratado,treated,6272,34,colunar_denso,caixa,2012-04-01,7.207570528211285,,,,
caixa_001_2012_04_abril_2012_04_18_5c1__base_contrata__o_pf,treated,30184,23,colunar_denso,caixa,2012-04-01,0.1377061270583897,,,,
caixa_001_2012_04_abril_2012_04_18_rural_18042012,treated,2884,9,event_level,caixa,2012-04-01,0.0,,,,
caixa_001_2012_04_abril_2012_04_30_ajustada_caixa_5d_base_bext,treated,6942,18,colunar_denso,caixa,2012-04-01,0.0,,,,
caixa_001_2012_04_abril_validacao_1604_1804,treated,6210,26,colunar_denso,caixa,2012-04-01,0.0,,,,
caixa_001_2012_05_maio_5b1__base_empreend_contratado,treated,7954,33,colunar_denso,caixa,2012-05-01,3.9941786484406547,,,,
