key,layer,extension,size_bytes,size_mb,last_modified,year_hint,tags_preditive,score_preditivo
staging/INT058_MinisterioCidades_PNHR_BB_PF_20240229.TXT.parquet,staging,parquet,639687,0.61,2026-07-17T02:31:29.362000+00:00,2024.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20240328.TXT.parquet,staging,parquet,639687,0.61,2026-07-17T02:31:29.627000+00:00,2024.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20240430.TXT.parquet,staging,parquet,639687,0.61,2026-07-17T02:31:29.884000+00:00,2024.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20240531.TXT.parquet,staging,parquet,639687,0.61,2026-07-17T02:31:30.130000+00:00,2024.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20240628.TXT.parquet,staging,parquet,639687,0.61,2026-07-17T02:31:30.382000+00:00,2024.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20231130.TXT.parquet,staging,parquet,639680,0.61,2026-07-17T02:31:28.313000+00:00,2023.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20240830.TXT.parquet,staging,parquet,639629,0.61,2026-07-17T02:31:30.890000+00:00,2024.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20241031.TXT.parquet,staging,parquet,639560,0.61,2026-07-17T02:31:31.396000+00:00,2024.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20240131.TXT.parquet,staging,parquet,639541,0.61,2026-07-17T02:31:29.104000+00:00,2024.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20241129.TXT.parquet,staging,parquet,639541,0.61,2026-07-17T02:31:31.674000+00:00,2024.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20240731.TXT.parquet,staging,parquet,639169,0.61,2026-07-17T02:31:30.639000+00:00,2024.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20230131.TXT.parquet,staging,parquet,639035,0.609,2026-07-17T02:31:25.419000+00:00,2023.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20230531.TXT.parquet,staging,parquet,638851,0.609,2026-07-17T02:31:26.456000+00:00,2023.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20231228.TXT.parquet,staging,parquet,637398,0.608,2026-07-17T02:31:28.846000+00:00,2023.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20200930.TXT.parquet,staging,parquet,635485,0.606,2026-07-17T02:31:18.306000+00:00,2020.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20200430_0000.TXT.parquet,staging,parquet,635061,0.606,2026-07-17T02:31:16.650000+00:00,2020.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20200430.TXT.parquet,staging,parquet,635008,0.606,2026-07-17T02:31:16.424000+00:00,2020.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20200331.TXT.parquet,staging,parquet,634917,0.606,2026-07-17T02:31:16.210000+00:00,2020.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20200228.TXT.parquet,staging,parquet,634648,0.605,2026-07-17T02:31:16.005000+00:00,2020.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20201030.TXT.parquet,staging,parquet,634589,0.605,2026-07-17T02:31:18.568000+00:00,2020.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20230228.TXT.parquet,staging,parquet,633830,0.604,2026-07-17T02:31:25.678000+00:00,2023.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20230428.TXT.parquet,staging,parquet,633830,0.604,2026-07-17T02:31:26.197000+00:00,2023.0,responsavel,1
raw/dados_historicos/caixa_001_2010_09___setembro_2010_pmcmv06092010_desligados.csv,raw,csv,632174,0.603,2026-07-14T00:24:12.413000+00:00,2010.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20191230.TXT.parquet,staging,parquet,631027,0.602,2026-07-17T02:31:15.599000+00:00,2019.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20200529.TXT.parquet,staging,parquet,629528,0.6,2026-07-17T02:31:16.891000+00:00,2020.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20220531.TXT.parquet,staging,parquet,624119,0.595,2026-07-17T02:31:23.361000+00:00,2022.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20221130.TXT.parquet,staging,parquet,623699,0.595,2026-07-17T02:31:24.933000+00:00,2022.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20210630.TXT.parquet,staging,parquet,622053,0.593,2026-07-17T02:31:20.624000+00:00,2021.0,responsavel,1
raw/dados_historicos/bb_2015_03_marco_pnhr_31032015.csv,raw,csv,619758,0.591,2026-07-13T23:49:00.135000+00:00,2015.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20200131.TXT.parquet,staging,parquet,618768,0.59,2026-07-17T02:31:15.800000+00:00,2020.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20220729.TXT.parquet,staging,parquet,610326,0.582,2026-07-17T02:31:23.890000+00:00,2022.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20220630.TXT.parquet,staging,parquet,610159,0.582,2026-07-17T02:31:23.617000+00:00,2022.0,responsavel,1
staging/INT058_MinisterioCidades_PNHR_BB_PF_20221031.TXT.parquet,staging,parquet,610011,0.582,2026-07-17T02:31:24.676000+00:00,2022.0,responsavel,1
raw/dados_historicos/bb_2015_04_abril_pnhr_30042015.csv,raw,csv,558113,0.532,2026-07-13T23:49:56.574000+00:00,2015.0,responsavel,1
raw/dados_historicos/caixa_001_2012_04_abril_2012_04_30_ajustada_caixa_5d_base_bext.csv,raw,csv,555544,0.53,2026-07-14T00:25:22.678000+00:00,2012.0,responsavel,1
raw/dados_historicos/bb_2015_02_fevereiro_pnhr_28022015.csv,raw,csv,555541,0.53,2026-07-13T23:48:02.034000+00:00,2015.0,responsavel,1
raw/dados_historicos/bb_2015_03_marco_pnhr_15032015.csv,raw,csv,554453,0.529,2026-07-13T23:48:58.662000+00:00,2015.0,responsavel,1
raw/dados_historicos/bb_2015_01_janeiro_2015_01_15_pnhr_15012015.csv,raw,csv,553265,0.528,2026-07-13T23:46:12.611000+00:00,2015.0,responsavel,1
raw/dados_historicos/bb_2016_07_julho_pnhr_31072016.csv,raw,csv,551413,0.526,2026-07-14T00:04:49.561000+00:00,2016.0,responsavel,1
raw/dados_historicos/bb_2014_12_dezembro_pnhr_20141231.csv,raw,csv,550013,0.525,2026-07-13T23:45:26.151000+00:00,2014.0,responsavel,1
raw/dados_historicos/bb_2018_2018_07_03_pnhr_04072018.csv,raw,csv,546181,0.521,2026-07-14T00:12:33.807000+00:00,2018.0,responsavel,1
raw/dados_historicos/bb_2016_06_junho_pnhr_30062016.csv,raw,csv,545269,0.52,2026-07-14T00:03:12.852000+00:00,2016.0,responsavel,1
raw/dados_historicos/bb_2016_04_abril_pnhr_30042016.csv,raw,csv,545157,0.52,2026-07-14T00:00:18.215000+00:00,2016.0,responsavel,1
raw/dados_historicos/bb_2016_05_maio_pnhr_31052016.csv,raw,csv,544563,0.519,2026-07-14T00:01:42.131000+00:00,2016.0,responsavel,1
raw/dados_historicos/bb_2016_02_fevereiro_pnhr_29022016.csv,raw,csv,541161,0.516,2026-07-13T23:58:54.105000+00:00,2016.0,responsavel,1
raw/dados_historicos/bb_2015_12_dezembro_pnhr_31122015.csv,raw,csv,540439,0.515,2026-07-13T23:56:31.258000+00:00,2015.0,responsavel,1
raw/dados_historicos/bb_2016_01_janeiro_pnhr_31012016.csv,raw,csv,536383,0.512,2026-07-13T23:57:42.304000+00:00,2016.0,responsavel,1
raw/dados_historicos/bb_2015_10_outubro_pnhr_31102015.csv,raw,csv,529477,0.505,2026-07-13T23:55:17.008000+00:00,2015.0,responsavel,1
raw/int_empreendimentos_int057_pnhr_bb_pj.csv,raw,csv,520783,0.497,2026-08-03T17:47:51.535000+00:00,,responsavel,1
raw/int_empreendimentos_int_057_pnhr_bb_pj.csv,raw,csv,520783,0.497,2026-08-03T17:47:23.325000+00:00,,responsavel,1
staging/dados_historicos/a_001_2010_09___setembro_2010_contratação_pf_total___06092010.csv.parquet,staging,parquet,520771,0.497,2026-07-17T02:50:47.700000+00:00,2010.0,contratacao_uh,1
staging/dados_historicos/ixa_001_2010_09___setembro_2010_contratação_pf_total___060920.csv.parquet,staging,parquet,520771,0.497,2026-07-17T02:53:58.016000+00:00,2010.0,contratacao_uh,1
staging/dados_historicos/a_001_2010_09___setembro_2010_contratação_pf_total___06092010.parquet,staging,parquet,519821,0.496,2026-07-17T05:13:16.436000+00:00,2010.0,contratacao_uh,1
raw/dados_historicos/bb_2014_12_dezembro_pnhr_15122014.csv,raw,csv,511725,0.488,2026-07-13T23:45:24.782000+00:00,2014.0,responsavel,1
raw/novo_mcmv_inicio_obra.csv,raw,csv,511242,0.488,2026-08-03T17:45:11.178000+00:00,,execucao_fisica,1
raw/dados_historicos/bb_2014_11_novembro_3011_pnhr_30112014.csv,raw,csv,489783,0.467,2026-07-13T23:44:36.795000+00:00,2014.0,responsavel,1
raw/dados_historicos/bb_2015_12_dezembro_min_cidades_pj.csv,raw,csv,481094,0.459,2026-07-16T23:09:26.416000+00:00,2015.0,responsavel,1
raw/dados_historicos/bb_2015_09_setembro_pnhr_30092015.csv,raw,csv,474158,0.452,2026-07-13T23:54:08.480000+00:00,2015.0,responsavel,1
staging/dados_historicos/xa_001_2012_04_abril_2012_04_18_5b_empreend_contratado_18042012.csv.parquet,staging,parquet,473261,0.451,2026-07-17T02:54:02.595000+00:00,2012.0,contratacao_uh,1
raw/dados_historicos/bb_2014_10_outubro_2014_10_30_pnhr_30102014.csv,raw,csv,441431,0.421,2026-07-13T23:43:53.394000+00:00,2014.0,responsavel,1
raw/Planilha contrataçΣes PMCMV-E AGOSTO  2018.xls,raw,xls,438784,0.418,2026-07-03T08:31:39.952000+00:00,2018.0,contratacao_uh,1
raw/dados_historicos/bb_2014_09_setembro_entrada_bb_20140930.csv,raw,csv,433517,0.413,2026-07-13T23:43:14.203000+00:00,2014.0,responsavel,1
raw/dados_historicos/bb_2019_2019_05_07_2019_05_07_pj.csv,raw,csv,428732,0.409,2026-07-14T00:21:26.200000+00:00,2019.0,responsavel,1
raw/dados_historicos/bb_2014_08_agosto_entrada_bb_20140829_antigo.csv,raw,csv,428665,0.409,2026-07-13T23:43:13.094000+00:00,2014.0,responsavel,1
raw/dados_historicos/bb_2014_08_agosto_entrada_bb_20140818_antigo.csv,raw,csv,423989,0.404,2026-07-13T23:43:11.885000+00:00,2014.0,responsavel,1
raw/dados_historicos/bb_2014_06_junho_entrada_bb_20140701.csv,raw,csv,411527,0.392,2026-07-13T23:43:09.543000+00:00,2014.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20220331.TXT,raw,txt,407128,0.388,2026-07-02T20:21:39.149000+00:00,2022.0,responsavel,1
raw/dados_historicos/bb_2014_07_julho_entrada_bb_20140731.csv,raw,csv,405629,0.387,2026-07-13T23:43:10.689000+00:00,2014.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20201030.TXT,raw,txt,404549,0.386,2026-07-02T20:21:38.759000+00:00,2020.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20210630.TXT,raw,txt,404389,0.386,2026-07-02T20:21:39.249000+00:00,2021.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20221130.TXT,raw,txt,404289,0.386,2026-07-02T20:21:41.457000+00:00,2022.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20220531.TXT,raw,txt,404148,0.385,2026-07-02T20:21:49.079000+00:00,2022.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20220429.TXT,raw,txt,404136,0.385,2026-07-02T20:21:49.273000+00:00,2022.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20210430.TXT,raw,txt,404134,0.385,2026-07-02T20:21:41.662000+00:00,2021.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20221031.TXT,raw,txt,404097,0.385,2026-07-02T20:21:47.969000+00:00,2022.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20220831.TXT,raw,txt,404062,0.385,2026-07-02T20:21:47.665000+00:00,2022.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20220930.TXT,raw,txt,404062,0.385,2026-07-02T20:21:47.471000+00:00,2022.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20210930.TXT,raw,txt,404039,0.385,2026-07-02T20:21:47.282000+00:00,2021.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20220630.TXT,raw,txt,404037,0.385,2026-07-02T20:21:48.165000+00:00,2022.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20220131.TXT,raw,txt,404012,0.385,2026-07-02T20:21:48.969000+00:00,2022.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20211230.TXT,raw,txt,403986,0.385,2026-07-02T20:21:41.556000+00:00,2021.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20211130.TXT,raw,txt,403977,0.385,2026-07-02T20:21:42.156000+00:00,2021.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20211029.TXT,raw,txt,403943,0.385,2026-07-02T20:21:42.255000+00:00,2021.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20210331.TXT,raw,txt,403906,0.385,2026-07-02T20:21:47.760000+00:00,2021.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20210129.TXT,raw,txt,403864,0.385,2026-07-02T20:21:47.868000+00:00,2021.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20210831.TXT,raw,txt,403864,0.385,2026-07-02T20:21:42.357000+00:00,2021.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20210730.TXT,raw,txt,403814,0.385,2026-07-02T20:21:45.623000+00:00,2021.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20201230.TXT,raw,txt,403813,0.385,2026-07-02T20:21:45.865000+00:00,2020.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20210531.TXT,raw,txt,403809,0.385,2026-07-02T20:21:42.059000+00:00,2021.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20210226.TXT,raw,txt,403804,0.385,2026-07-02T20:21:45.759000+00:00,2021.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20201130.TXT,raw,txt,403755,0.385,2026-07-02T20:21:48.073000+00:00,2020.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20231031.TXT,raw,txt,403398,0.385,2026-07-02T20:23:57.490000+00:00,2023.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20230929.TXT,raw,txt,403389,0.385,2026-07-02T20:23:57.352000+00:00,2023.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20230831.TXT,raw,txt,403372,0.385,2026-07-02T20:23:57.191000+00:00,2023.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20200930.TXT,raw,txt,402060,0.383,2026-07-02T20:21:38.317000+00:00,2020.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20200831.TXT,raw,txt,402049,0.383,2026-07-02T20:21:38.651000+00:00,2020.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20200731.TXT,raw,txt,401679,0.383,2026-07-02T20:21:39.357000+00:00,2020.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20231130.TXT,raw,txt,401103,0.383,2026-07-02T20:23:53.779000+00:00,2023.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20221229.TXT,raw,txt,397462,0.379,2026-07-02T20:21:41.269000+00:00,2022.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20230131.TXT,raw,txt,397247,0.379,2026-07-02T20:21:38.457000+00:00,2023.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20230331.TXT,raw,txt,397214,0.379,2026-07-02T20:21:41.120000+00:00,2023.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20230428.TXT,raw,txt,397180,0.379,2026-07-02T20:22:03.200000+00:00,2023.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20230531.TXT,raw,txt,395539,0.377,2026-07-02T20:21:36.446000+00:00,2023.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20240229.TXT,raw,txt,395252,0.377,2026-07-02T20:23:52.839000+00:00,2024.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20240430.TXT,raw,txt,395241,0.377,2026-07-02T20:23:52.723000+00:00,2024.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20240328.TXT,raw,txt,395237,0.377,2026-07-02T20:23:52.507000+00:00,2024.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20231031_0000.TXT,raw,txt,395056,0.377,2026-07-03T08:20:52.101000+00:00,2023.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20230731.TXT,raw,txt,395014,0.377,2026-07-02T20:21:39.050000+00:00,2023.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20230630.TXT,raw,txt,395010,0.377,2026-07-02T20:21:38.950000+00:00,2023.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20240930.TXT,raw,txt,392277,0.374,2026-07-02T20:23:50.819000+00:00,2024.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20230228.TXT,raw,txt,392158,0.374,2026-07-02T20:21:36.550000+00:00,2023.0,responsavel,1
raw/dados_historicos/bb_2014_06_junho_entrada_bb_20140625.csv,raw,csv,391919,0.374,2026-07-13T23:43:08.419000+00:00,2014.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20241031.TXT,raw,txt,391866,0.374,2026-07-02T20:23:50.682000+00:00,2024.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20240830.TXT,raw,txt,391859,0.374,2026-07-02T20:23:50.549000+00:00,2024.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20241129.TXT,raw,txt,391273,0.373,2026-07-02T20:23:50.398000+00:00,2024.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20240131_.TXT,raw,txt,391261,0.373,2026-07-02T20:23:50.288000+00:00,2024.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20231130_0000.TXT,raw,txt,391253,0.373,2026-07-03T08:30:02.823000+00:00,2023.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20231228.TXT,raw,txt,390979,0.373,2026-07-02T20:23:50.124000+00:00,2023.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20240531.TXT,raw,txt,379725,0.362,2026-07-02T20:23:46.221000+00:00,2024.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20240628.TXT,raw,txt,379718,0.362,2026-07-02T20:23:44.536000+00:00,2024.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20240731.TXT,raw,txt,379371,0.362,2026-07-02T20:23:44.391000+00:00,2024.0,responsavel,1
raw/dados_historicos/bb_2014_06_junho_entrada_bb_20140615.csv,raw,csv,377703,0.36,2026-07-13T23:43:07.393000+00:00,2014.0,responsavel,1
raw/dados_historicos/bb_2014_05_maio_entrada_bb_20140516.csv,raw,csv,369567,0.352,2026-07-13T23:43:05.418000+00:00,2014.0,responsavel,1
raw/dados_historicos/bb_2014_04_abril_entrada_bb_20140430.csv,raw,csv,368773,0.352,2026-07-13T23:43:04.444000+00:00,2014.0,responsavel,1
raw/dados_historicos/bb_2014_01_janeiro_entrada_bb_20140116.csv,raw,csv,364203,0.347,2026-07-13T23:42:59.498000+00:00,2014.0,responsavel,1
raw/dados_historicos/bb_2014_05_maio_entrada_bb_20140530.csv,raw,csv,363451,0.347,2026-07-13T23:43:06.410000+00:00,2014.0,responsavel,1
raw/dados_historicos/bb_2013_06_junho_pmcmv_18062013_tab_empreendimentos.csv,raw,csv,361624,0.345,2026-07-13T23:42:47.855000+00:00,2013.0,responsavel,1
raw/dados_historicos/bb_2014_04_abril_entrada_bb_20140415.csv,raw,csv,361351,0.345,2026-07-13T23:43:03.458000+00:00,2014.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20200430.TXT,raw,txt,360237,0.344,2026-07-02T20:21:35.911000+00:00,2020.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20200430_0000.TXT,raw,txt,360237,0.344,2026-07-02T20:21:36.117000+00:00,2020.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_ALTERACAO_LAYOUT_PARA_VALIDACAO_20200810.TXT,raw,txt,360202,0.344,2026-07-02T20:21:35.516000+00:00,2020.0,"responsavel,validacao_qualidade",1
raw/dados_historicos/bb_2013_12_dezembro_entrada_bb_20140102.csv,raw,csv,359571,0.343,2026-07-13T23:42:58.469000+00:00,2013.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20200630.TXT,raw,txt,358223,0.342,2026-07-02T20:21:35.730000+00:00,2020.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20200529.TXT,raw,txt,358133,0.342,2026-07-02T20:21:36.013000+00:00,2020.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20200331.TXT,raw,txt,349221,0.333,2026-07-02T20:21:35.308000+00:00,2020.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20200228.TXT,raw,txt,348898,0.333,2026-07-02T20:21:35.408000+00:00,2020.0,responsavel,1
raw/dados_historicos/bb_2014_03_marco_entrada_bb_20140401.csv,raw,csv,347953,0.332,2026-07-13T23:43:02.473000+00:00,2014.0,responsavel,1
raw/dados_historicos/bb_2014_02_fevereiro_entrada_bb_20140306.csv,raw,csv,345001,0.329,2026-07-13T23:43:01.497000+00:00,2014.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20200131.TXT,raw,txt,343852,0.328,2026-07-02T20:21:35.207000+00:00,2020.0,responsavel,1
raw/dados_historicos/bb_2014_02_fevereiro_entrada_bb_20140217.csv,raw,csv,339543,0.324,2026-07-13T23:43:00.525000+00:00,2014.0,responsavel,1
raw/INT057_MinisterioCidades_PNHR_BB_EMPREENDIMENTOS_20191230.TXT,raw,txt,332678,0.317,2026-07-02T20:21:34.597000+00:00,2019.0,responsavel,1
staging/dados_historicos/aixa_001_2016_02_fevereiro_relatorio_cidades__entregas_20160229.parquet,staging,parquet,326824,0.312,2026-07-17T05:13:33.466000+00:00,2016.0,entrega_uh,1
raw/dados_historicos/bb_2013_12_dezembro_entrada_bb_20131218.csv,raw,csv,326663,0.312,2026-07-13T23:42:56.908000+00:00,2013.0,responsavel,1
staging/dados_historicos/caixa_001_2011_07_julho_presidencia_automatizado_01082011.parquet,staging,parquet,324981,0.31,2026-07-17T05:24:09.518000+00:00,2011.0,responsavel,1
staging/dados_historicos/caixa_001_2011_08_agosto_presidencia_automatizado_01082011.csv.parquet,staging,parquet,322043,0.307,2026-07-17T02:52:01.506000+00:00,2011.0,responsavel,1
staging/dados_historicos/caixa_001_2011_07_julho_presidencia_automatizado_01082011.csv.parquet,staging,parquet,322037,0.307,2026-07-17T02:52:00.884000+00:00,2011.0,responsavel,1
staging/dados_historicos/caixa_001_2011_07_julho_presidencia_automatizado_28072011.csv.parquet,staging,parquet,322037,0.307,2026-07-17T02:52:00.969000+00:00,2011.0,responsavel,1
staging/dados_historicos/caixa_001_2011_06_junho_presidencia.parquet,staging,parquet,320615,0.306,2026-07-17T05:24:08.512000+00:00,2011.0,responsavel,1
staging/dados_historicos/caixa_001_2011_06_junho_presidencia.csv.parquet,staging,parquet,317616,0.303,2026-07-17T02:52:00.598000+00:00,2011.0,responsavel,1
raw/dados_historicos/bb_2013_11_novembro_entrada_bb_20131204.csv,raw,csv,312647,0.298,2026-07-13T23:42:56.007000+00:00,2013.0,responsavel,1
raw/dados_historicos/bb_2013_11_novembro_entrada_bb_20131120.csv,raw,csv,311703,0.297,2026-07-13T23:42:55.082000+00:00,2013.0,responsavel,1
raw/dados_historicos/bb_2019_2019_03_07_pj_pf.csv,raw,csv,310634,0.296,2026-07-16T23:09:36.452000+00:00,2019.0,responsavel,1
raw/dados_historicos/bb_2018_2018_10_30_pj.csv,raw,csv,308792,0.294,2026-07-16T23:09:35.628000+00:00,2018.0,responsavel,1
raw/base_trabalho_social_pnhr_bb.csv,raw,csv,308001,0.294,2026-08-03T18:36:04.286000+00:00,,responsavel,1
raw/dados_historicos/bb_2018_2018_10_01_pj.csv,raw,csv,307510,0.293,2026-07-16T23:09:34.877000+00:00,2018.0,responsavel,1
raw/dados_historicos/bb_2016_01_janeiro_2016_01_31_min_cidades_pj.csv,raw,csv,306997,0.293,2026-07-16T23:09:26.806000+00:00,2016.0,responsavel,1
raw/dados_historicos/bb_2018_2018_09_10_pj.csv,raw,csv,306890,0.293,2026-07-16T23:09:34.126000+00:00,2018.0,responsavel,1
raw/dados_historicos/bb_2018_2018_06_10_pj.csv,raw,csv,306710,0.293,2026-07-16T23:09:31.841000+00:00,2018.0,responsavel,1
raw/dados_historicos/bb_2016_02_fevereiro_2016_02_29_min_cidades_pj.csv,raw,csv,306249,0.292,2026-07-16T23:09:27.257000+00:00,2016.0,responsavel,1
raw/dados_historicos/bb_2018_2018_08_06_pj.csv,raw,csv,305964,0.292,2026-07-16T23:09:33.362000+00:00,2018.0,responsavel,1
raw/dados_historicos/bb_2018_2018_05_10_pj.csv,raw,csv,305940,0.292,2026-07-16T23:09:31.079000+00:00,2018.0,responsavel,1
raw/dados_historicos/bb_2018_2018_07_03_pj.csv,raw,csv,305124,0.291,2026-07-16T23:09:32.541000+00:00,2018.0,responsavel,1
