table_name,classificacao_formacao,classificacao_confidence,classificacao_notes,inventario_formacao,inventario_status_tratamento,inventario_perfil,inventario_n_linhas,inventario_n_colunas,classificacao_utilidade,score_utilidade_preditiva,campos_uteis_preditiva,qualidade_status,qualidade_profile,qualidade_n_rows,qualidade_n_cols,missing_pct,error,dedup_content_hash,dedup_file_size,dedup_canonical_table,dedup_is_duplicate,amostra_bruta_existe,match_classificacao_inventario,match_qualidade_inventario,flag_revisao
01_2012_04_abril_cópia_de_pmcmv_relatorio_executivo_16_04_2012,sub_tabelas_1,high,,sub_tabelas_1,nao_tratado,,0,0,Nenhuma,-4,,,,,,,,15b3d393766ac87369e54837bbb8cb58,536,001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012,true,False,True,True,
01_2012_05_maio_pmcmv_relatorio_executivo_31_05_2012__version_1,sub_tabelas_1,high,,sub_tabelas_1,nao_tratado,,0,0,Nenhuma,-4,,,,,,,,15b3d393766ac87369e54837bbb8cb58,536,001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012,true,False,True,True,
01_2012_06_junho_pmcmv_relatorio_executivo_15_06_2012_corrigido,sub_tabelas_1,high,,sub_tabelas_1,nao_tratado,,0,0,Nenhuma,-4,,,,,,,,15b3d393766ac87369e54837bbb8cb58,536,001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012,true,False,True,True,
01_2012_10_outubro_20121009_bases_relatório_executivo_09102012,bem_formada,high,,bem_formada,nao_tratado,,0,0,Nenhuma,-4,,,,,,,,79689932e388e2be45c08f6902275509,18244,001_2012_10_outubro_20121009_bases_relatório_executivo_0910201,true,False,True,True,
01_2012_10_outubro_20121009_bases_relatório_executivo_16102012,bem_formada,high,,bem_formada,nao_tratado,,0,0,Nenhuma,-4,,,,,,,,a86658a778d7549fb123befc0e64847c,18352,001_2012_10_outubro_20121009_bases_relatório_executivo_1610201,true,False,True,True,
01_2012_10_outubro_20121009_pmcmv_relatório_executivo_09102012,sub_tabelas_1,high,,sub_tabelas_1,nao_tratado,,0,0,Nenhuma,-4,,,,,,,,15b3d393766ac87369e54837bbb8cb58,536,001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012,true,False,True,True,
024_10_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,bem_formada,high,,bem_formada,tratado,event_level,200,10,Baixa,4,"data_de_movimento, apf, dt_ass_doc, numero_de_unidades_entregues",error,bem_formada,0,0,0.0,Identifier '_024_10_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,967729492f053c9eb651ddb18382e479,11724,024_10_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,false,False,True,False,qualidade_vs_inventario;
11_12_dezembro_pmcmv_relatorio_executivo_31122011_base___cópia,bem_formada,high,,bem_formada,nao_tratado,,0,0,Nenhuma,-4,,,,,,,,baba95ad71b407d5bb98a392475983ad,7032,011_12_dezembro_pmcmv_relatorio_executivo_31122011_base___cópi,true,False,True,True,
1_2012_04_abril_2012_04_18_pmcmv_relatorio_executivo_18_04_2012,sub_tabelas_1,high,,sub_tabelas_1,nao_tratado,,0,0,Nenhuma,-4,,,,,,,,15b3d393766ac87369e54837bbb8cb58,536,001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012,true,False,True,True,
1_2018_int054_ministeriocidades_far_bb_empreendimentos_20180831,bem_formada,high,,bem_formada,tratado,colunar_denso,200,32,Alta,10,"dt_movimento, nu_apf, situacao_obra, dt_contratacao, dt_ultima_liberacao_recurso, dt_primeira_entrega, dt_ultima_entrega, percentual_obra_realizado, vr_emprestimo_far, vr_investimento, qt_unidades_concluidas, qt_unidades_entregues, situacao_retomada, no_municipio, sg_uf",error,bem_formada,0,0,0.0,Identifier '_1_2018_int054_ministeriocidades_far_bb_empreendimentos_20180831' exceeds maximum length of 63 characters,56e85a2a11749d21d85932baa0704f59,404,1_2018_int054_ministeriocidades_far_bb_empreendimentos_20180831,false,False,True,False,qualidade_vs_inventario;
202402_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,bem_formada,high,,bem_formada,tratado,event_level,200,10,Baixa,4,"data_de_movimento, apf, dt_ass_doc, numero_de_unidades_entregues",error,bem_formada,0,0,0.0,Identifier '_202402_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,0a229f72f2f5564c895822079ba00a2d,11818,202402_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,false,False,True,False,qualidade_vs_inventario;
202406_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,bem_formada,high,,bem_formada,tratado,event_level,200,10,Baixa,4,"data_de_movimento, apf, dt_ass_doc, numero_de_unidades_entregues",error,bem_formada,0,0,0.0,Identifier '_202406_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,9955591d1a629211935cfa7908e17266,11654,202406_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,false,False,True,False,qualidade_vs_inventario;
202407_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,bem_formada,high,,bem_formada,tratado,event_level,200,10,Baixa,4,"data_de_movimento, apf, dt_ass_doc, numero_de_unidades_entregues",error,bem_formada,0,0,0.0,Identifier '_202407_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,69f356c2c8430dd390f86cd82796d00d,11666,202407_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,false,False,True,False,qualidade_vs_inventario;
202408_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,bem_formada,high,,bem_formada,tratado,event_level,200,10,Baixa,4,"data_de_movimento, apf, dt_ass_doc, numero_de_unidades_entregues",error,bem_formada,0,0,0.0,Identifier '_202408_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,95efeaa4d3edc77f9a9158ac83a7c0e8,11676,202408_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,false,False,True,False,qualidade_vs_inventario;
202409_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,bem_formada,high,,bem_formada,tratado,event_level,200,10,Baixa,4,"data_de_movimento, apf, dt_ass_doc, numero_de_unidades_entregues",error,bem_formada,0,0,0.0,Identifier '_202409_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,1487f2f5d9b3c2b5be2e7396a93c1af1,11702,202409_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,false,False,True,False,qualidade_vs_inventario;
202411_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,bem_formada,high,,bem_formada,tratado,event_level,200,10,Baixa,4,"data_de_movimento, apf, dt_ass_doc, numero_de_unidades_entregues",error,bem_formada,0,0,0.0,Identifier '_202411_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,cb7e5f6953fcbb156d831d0821378029,11740,202411_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,false,False,True,False,qualidade_vs_inventario;
202412_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,bem_formada,high,,bem_formada,tratado,event_level,200,10,Baixa,4,"data_de_movimento, apf, dt_ass_doc, numero_de_unidades_entregues",error,bem_formada,0,0,0.0,Identifier '_202412_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,b7f970377d54032debed0e8c7d7a78f0,11762,202412_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,false,False,True,False,qualidade_vs_inventario;
202501_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,bem_formada,high,,bem_formada,tratado,event_level,200,10,Baixa,4,"data_de_movimento, apf, dt_ass_doc, numero_de_unidades_entregues",error,bem_formada,0,0,0.0,Identifier '_202501_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,74e03c2c614d20642a23f9d3ac7fc24c,11790,202501_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,false,False,True,False,qualidade_vs_inventario;
202503_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,bem_formada,high,,bem_formada,tratado,event_level,200,10,Baixa,4,"data_de_movimento, apf, dt_ass_doc, numero_de_unidades_entregues",error,bem_formada,0,0,0.0,Identifier '_202503_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,e3ecbb65ec5a1d9b0b36127810c365d1,11836,202503_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,false,False,True,False,qualidade_vs_inventario;
202504_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,bem_formada,high,,bem_formada,tratado,event_level,200,10,Baixa,4,"data_de_movimento, apf, dt_ass_doc, numero_de_unidades_entregues",error,bem_formada,0,0,0.0,Identifier '_202504_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,28ead9346510c81906602b50610e24d8,11850,202504_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,false,False,True,False,qualidade_vs_inventario;
202505_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,bem_formada,high,,bem_formada,tratado,event_level,200,10,Baixa,4,"data_de_movimento, apf, dt_ass_doc, numero_de_unidades_entregues",error,bem_formada,0,0,0.0,Identifier '_202505_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,23d7c591cd4cc2526e55637a43fdb009,11856,202505_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,false,False,True,False,qualidade_vs_inventario;
202506_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,bem_formada,high,,bem_formada,tratado,event_level,200,10,Baixa,4,"data_de_movimento, apf, dt_ass_doc, numero_de_unidades_entregues",error,bem_formada,0,0,0.0,Identifier '_202506_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,17b4b600d54dcabab3796f430231378c,11860,202506_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,false,False,True,False,qualidade_vs_inventario;
202507_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,bem_formada,high,,bem_formada,tratado,event_level,200,10,Baixa,4,"data_de_movimento, apf, dt_ass_doc, numero_de_unidades_entregues",error,bem_formada,0,0,0.0,Identifier '_202507_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,6c79e56b3347e03d7aff587fbf6bfabd,11868,202507_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,false,False,True,False,qualidade_vs_inventario;
202508_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,bem_formada,high,,bem_formada,tratado,event_level,200,10,Baixa,4,"data_de_movimento, apf, dt_ass_doc, numero_de_unidades_entregues",error,bem_formada,0,0,0.0,Identifier '_202508_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,d669a7332777bc8c8e612afedb56e72b,11870,202508_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,false,False,True,False,qualidade_vs_inventario;
202509_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,bem_formada,high,,bem_formada,tratado,event_level,200,10,Baixa,4,"data_de_movimento, apf, dt_ass_doc, numero_de_unidades_entregues",error,bem_formada,0,0,0.0,Identifier '_202509_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,3fb9625d6f62fb09b7f9f6f2ec8ab6bb,11878,202509_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,false,False,True,False,qualidade_vs_inventario;
202510_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,bem_formada,high,,bem_formada,tratado,event_level,200,10,Baixa,4,"data_de_movimento, apf, dt_ass_doc, numero_de_unidades_entregues",error,bem_formada,0,0,0.0,Identifier '_202510_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,cfe2964089bfadb8013a89bfb1462994,11882,202510_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,false,False,True,False,qualidade_vs_inventario;
202511_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,bem_formada,high,,bem_formada,tratado,event_level,200,10,Baixa,4,"data_de_movimento, apf, dt_ass_doc, numero_de_unidades_entregues",error,bem_formada,0,0,0.0,Identifier '_202511_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,c4ab8c5e4222064bd714fb8992eaea39,11884,202511_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,false,False,True,False,qualidade_vs_inventario;
202512_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,bem_formada,high,,bem_formada,tratado,event_level,200,10,Baixa,4,"data_de_movimento, apf, dt_ass_doc, numero_de_unidades_entregues",,,,,,,c4ab8c5e4222064bd714fb8992eaea39,11884,202511_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,true,False,True,False,qualidade_vs_inventario;
202601_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,bem_formada,high,,bem_formada,tratado,event_level,200,10,Baixa,4,"data_de_movimento, apf, dt_ass_doc, numero_de_unidades_entregues",,,,,,,c4ab8c5e4222064bd714fb8992eaea39,11884,202511_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,true,False,True,False,qualidade_vs_inventario;
202602_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,bem_formada,high,,bem_formada,tratado,event_level,200,10,Baixa,4,"data_de_movimento, apf, dt_ass_doc, numero_de_unidades_entregues",error,bem_formada,0,0,0.0,Identifier '_202602_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,c0b7c8fa75e4cf192a98aee8b2e55e18,11898,202602_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,false,False,True,False,qualidade_vs_inventario;
202603_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,bem_formada,high,,bem_formada,tratado,event_level,200,10,Baixa,4,"data_de_movimento, apf, dt_ass_doc, numero_de_unidades_entregues",error,bem_formada,0,0,0.0,Identifier '_202603_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb' exceeds maximum length of 63 characters,441a1dd4f0918b90530a166a2cdebf8a,11906,202603_snh_pmcmv_dados_prioritarios_da_entrega_da_unidade_af_bb,false,False,True,False,qualidade_vs_inventario;
_001_2012_01_janeiro_pmcmv_relatorio_executivo_31012012_base_bd,bem_formada,high,,bem_formada,tratado,colunar_denso,200,14,Baixa,3,"uf, municipio, contratado",treated,colunar_denso,8208,14,0.0,,b4aaa575cd53248a58b0cf8d15c94393,8208,_001_2012_01_janeiro_pmcmv_relatorio_executivo_31012012_base_bd,false,False,True,True,
_001_2012_03_marco_pmcmv_relatorio_executivo_27_03_2012___cópi,sub_tabelas_1,high,,sub_tabelas_1,nao_tratado,,0,0,Nenhuma,-4,,,,,,,,15b3d393766ac87369e54837bbb8cb58,536,001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012,true,False,True,True,
_001_2012_04_abril_2012_04_18_5c_base_contratação_pf_18042012,bem_formada,high,,bem_formada,tratado,colunar_denso,200,23,Baixa,3,"uf, nomemunicipio, valor_do_recurso_proprio, valor_total_da_operacao",treated,colunar_denso,33914,23,2.760947768139873,,1de97b16c55444c2e55ca0aa12d225a6,33914,_001_2012_04_abril_2012_04_18_5c_base_contratação_pf_18042012,false,False,True,True,
_001_2012_11_novembro_sintese_20121128_evento_1_milhao_entregas,sub_tabelas_2,high,,sub_tabelas_2,tratado,sub_tabelas_2,24,12,Nenhuma,0,,treated,sub_tabelas_2,48,12,28.819444444444443,,273d666179952b4c3ad40335782f360a,84,_001_2012_11_novembro_sintese_20121128_evento_1_milhao_entregas,false,False,True,True,
_001_2013_01___janeiro_pmcmv_relatório_executivo__31__01__2013,sub_tabelas_1,high,,sub_tabelas_1,nao_tratado,,0,0,Nenhuma,-4,,,,,,,,15b3d393766ac87369e54837bbb8cb58,536,001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012,true,False,True,True,
_001_2015_01_janeiro_rel_executivo_resumo_31012015_reprocessado,sub_tabelas_1,high,,sub_tabelas_1,nao_tratado,,0,0,Nenhuma,-4,,,,,,,,15b3d393766ac87369e54837bbb8cb58,536,001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012,true,False,True,True,
a_001_2010_09___setembro_2010_contratação_pf_total___06092010,bem_formada,high,,bem_formada,tratado,colunar_denso,200,14,Baixa,3,"uf, municipio, valor_financiamento, valor_total",treated,colunar_denso,19928,14,0.13907208808854735,,90b8540401c8793f9fda118c11c025ca,19928,a_001_2010_09___setembro_2010_contratação_pf_total___06092010,false,False,True,True,
a_001_2011_08_agosto_previsão_de_conclusão_e_entrega_far_mode,cabecalho_composto_1,high,,cabecalho_composto_1,nao_tratado,,0,0,Nenhuma,-4,,,,,,,,1079531e793f35257f5d03b1a87c1ae0,76,001_2011_08_agosto_previsão_de_conclusão_e_entrega_far_modelo,true,False,True,True,
a_001_2013_01___janeiro_pmcmv_relatório_executivo__31__01__201,sub_tabelas_1,high,,sub_tabelas_1,nao_tratado,,0,0,Nenhuma,-4,,,,,,,,15b3d393766ac87369e54837bbb8cb58,536,001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012,true,False,True,True,
aixa_001_2012_02_fevereiro_pmcmv_relatorio_executivo_17_02_2012,sub_tabelas_1,high,,sub_tabelas_1,nao_tratado,,0,0,Nenhuma,-4,,,,,,,,15b3d393766ac87369e54837bbb8cb58,536,001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012,true,False,True,True,
aixa_001_2012_02_fevereiro_pmcmv_relatorio_executivo_27_02_2012,sub_tabelas_1,high,,sub_tabelas_1,nao_tratado,,0,0,Nenhuma,-4,,,,,,,,15b3d393766ac87369e54837bbb8cb58,536,001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012,true,False,True,True,
aixa_001_2012_02_fevereiro_pmcmv_relatorio_executivo_29_02_2012,sub_tabelas_1,high,,sub_tabelas_1,nao_tratado,,0,0,Nenhuma,-4,,,,,,,,15b3d393766ac87369e54837bbb8cb58,536,001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012,true,False,True,True,
aixa_001_2013_02___fevereiro_bases_relatório_executivo_1502201,bem_formada,high,,bem_formada,tratado,colunar_denso,200,39,Alta,8,"uf, codmunicibge, municipio, valor_do_emprestimo, valor_da_contrapartida_do_poder_publico, valor_total_do_investimento, siaci_valorsubsidio_fgts, siaci_valorsubsidio_ogu, idregistro, codapf, valor_total_liberado, de_obra_executada, unidades_concluidas, unidades_em_obras, faixa_perc, data_prevista_termino_obra, unidades_entregues",treated,colunar_denso,21596,40,5.196101129838859,,d4cbe728db8feefa9082a51ba58308b5,21596,aixa_001_2013_02___fevereiro_bases_relatório_executivo_1502201,false,False,True,True,
aixa_001_2013_02___fevereiro_bases_relatório_executivo_2802201,bem_formada,high,,bem_formada,tratado,colunar_denso,200,39,Alta,8,"uf, codmunicibge, municipio, valor_do_emprestimo, valor_da_contrapartida_do_poder_publico, valor_total_do_investimento, siaci_valorsubsidio_fgts, siaci_valorsubsidio_ogu, idregistro, codapf, valor_total_liberado, de_obra_executada, unidades_concluidas, unidades_em_obras, faixa_perc, data_prevista_termino_obra, unidades_entregues",treated,colunar_denso,21896,40,5.221729996346364,,2168ce771f24fef45859f930d1958789,21896,aixa_001_2013_02___fevereiro_bases_relatório_executivo_2802201,false,False,True,True,
aixa_001_2013_02___fevereiro_pmcmv_relatório_executivo_1502201,sub_tabelas_1,high,,sub_tabelas_1,nao_tratado,,0,0,Nenhuma,-4,,,,,,,,15b3d393766ac87369e54837bbb8cb58,536,001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012,true,False,True,True,
aixa_001_2013_02___fevereiro_pmcmv_relatório_executivo_2802201,sub_tabelas_1,high,,sub_tabelas_1,nao_tratado,,0,0,Nenhuma,-4,,,,,,,,15b3d393766ac87369e54837bbb8cb58,536,001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012,true,False,True,True,
aixa_001_2014_12_dezembro_bases_relatório_executivo_31122014_v,bem_formada,high,,bem_formada,tratado,colunar_denso,200,40,Alta,10,"uf, municipio, cod_apf, iqde_unidades_entregues, uh_concluidas, uh_em_obras, valor_do_emprestimo, valor_contrapartida_poder_publico, valor_total_do_investimento, subsidio_fgts, subsidio_ogu, valor_total_liberado, valor_gestao_condominial, valor_trabalho_social_tts, obra_executada, vfaixa_percentual, data_contratacao, data_termino, data_prevista_termino_obra",treated,colunar_denso,36202,40,7.404010828131042,,5f5f0ea65949217a739af66dd8a05c5c,36202,aixa_001_2014_12_dezembro_bases_relatório_executivo_31122014_v,false,False,True,True,
aixa_001_2015_02_fevereiro_pmcmv_3_relatório_executivo_2802201,sub_tabelas_1,high,,sub_tabelas_1,nao_tratado,,0,0,Nenhuma,-4,,,,,,,,15b3d393766ac87369e54837bbb8cb58,536,001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012,true,False,True,True,
aixa_001_2015_11_novembro_pmcmv_3_relatório_executivo_30112015,sub_tabelas_1,high,,sub_tabelas_1,nao_tratado,,0,0,Nenhuma,-4,,,,,,,,15b3d393766ac87369e54837bbb8cb58,536,001_2012_02_fevereiro_base_pmcmv_relatorio_executivo_10_02_2012,true,False,True,True,
aixa_001_2015_12_dezembro_bases_relatório_executivo_31122015v2,cabecalho_na_primeira_linha_1,high,,cabecalho_na_primeira_linha_1,tratado,colunar_denso,199,39,Alta,10,"uf, municipio, cod_apf, iqde_unidades_entregues, uh_concluidas, uh_em_obras, valor_do_emprestimo, valor_contrapartida_poder_publico, valor_total_do_investimento, subsidio_fgts, subsidio_ogu, valor_total_liberado, valor_gestao_condominial, valor_trabalho_social_tts, obra_executada, vfaixa_percentual, data_contratacao, data_termino_obras, data_prevista_termino_obras, situacao_de_obra",treated,colunar_denso,39199,39,7.795070648714875,,aa5b44477a667178b4468bf99dec5f4e,39200,aixa_001_2015_12_dezembro_bases_relatório_executivo_31122015v2,false,False,True,True,
